annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
300,high_school_geography::151,high_school_geography,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,إذا نحب نبعث حاجة صغيرة متاع مصوغ غالية برشا لخالتي اللي ساكنة في بوكيبسي، شنوّة أحسن طريقة باش نبعثها؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
301,physics::98,physics,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"شنوّة صار لأغلب جزيئات أشعة ألفا اللي تسلطت على صفيحة الذهب في تجربة رذرفورد؟|||1. دازت بلا انحراف
2. رجعت للوراء
3. دازت أما بانحراف
4. تشربت في النواة",1,0,1,1,1,1,DISCARD,SOURCE,FIXABLE,TRANSLATION,True
302,human_aging::98,human_aging,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"تصميم المنتجات والبيئات باش يناسبوا قدرات الناس اللي يستعملوهم ولاّ يعيشوا فيهم يتسمى تصميم _____|||1. بيئي
2. إيكولوجي
3. أرغونومي
4. انتقائي",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
303,biology::459,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"وحدة من هاذي موش من خصائص الحمض النووي RNA:|||1. فيه يوراسيل
2. يتكون من سلسلة
3. موجود في النواة
4. فيه ثايمين",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
304,arabic_language::591,arabic_language,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
305,civics::137,civics,arabic_mmlu,0,1,1,1,1,1,FIXABLE,TRANSLATION,عملية التغيير الاجتماعي ترتبط بـ:,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
306,logical_fallacies::82,logical_fallacies,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"في القياس الشرطي، كي المقدمة الصغرى تنفي المقدَّم:|||1. ما نجموش نخرجوا بحتى نتيجة صحيحة
2. النتيجة لازمها تأكد التالي
3. النتيجة لازمها تنفي التالي
4. النتيجة لازمها تأكد المقدَّم",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
307,driving_test::1000,driving_test,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"من وظائف العجلات الرئيسية:|||1. تبديل اتجاه الحركة والحفاظ عليها
2. رفع الأحمال
3. كل اللي تقال",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
308,high_school_world_history::145,high_school_world_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""كي يمشيوا البرتغاليين من ماكاو في الصين لليابان، يهزوا معاهم برشا حرير أبيض، ودهب، ومسك، وبورسلين؛ وما يجيبوا من اليابان كان الفضة. عندهم سفينة كبيرة تمشي لغادي كل عام وتجيب من غادي كل عام تقريبا ستمية قطعة نقدية؛ والفضة هاذي الكل متاع اليابان، ومياتين ألف قطعة نقدية زايدة من الفضة اللي يجيبوها كل عام من الهند، يستعملوها بفايدة كبيرة في الصين؛ ويجيبوا من غادي الدهب، والمسك، والحرير، والنحاس، والبورسلين، وبرشا حوايج غالية ومذهبة أخرى.
كي يجيوا البرتغاليين لكانتون في الصين باش يتاجروا، لازمهم يبقاوا غادي كان أيام معدودة؛ وكي يدخلوا من باب المدينة، لازمهم يسجلوا أسماءهم في كتاب، وكي يخرجوا في الليل لازمهم يمسحوا أسماءهم. ما ينجموش يباتوا في المدينة طول الليل، لازمهم يباتوا في فلايكهم برا المدينة. وإذا كملت المدة متاعهم، وبقى شكون غادي، يتحبس.""
رالف فيتش، حكاية على رحلاتو للشرق الأقصى، 1599م.
بالإضافة لمصادر الفضة المذكورة في الفقرة الأولى، أكبر كمية من الفضة الزايدة جات للصين من اناهي منطقة من هاذم؟",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
309,driving_test::806,driving_test,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
310,natural_science::258,natural_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,........ من الأنشطة البشرية اللي تتسبب في القضاء على برشا أنواع نباتية وحيوانية.,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
311,arabic_language::296,arabic_language,arabic_mmlu,1,0,1,1,1,1,DISCARD,UNCLEAR,,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,UNCLEAR,True
312,math::191,math,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,شنوّة هو العدد اللي يجي بعد 80؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
313,arabic_language_(grammar)::312,arabic_language_(grammar),arabic_mmlu,1,0,1,1,1,1,DISCARD,UNCLEAR,,1,1,0,0,1,1,FIXABLE,TRANSLATION,DISCARD,UNCLEAR,True
314,math::200,math,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,العدد اللي يجي بعد العدد 84:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
315,islamic_studies::1007,islamic_studies,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,0,1,FIXABLE,TRANSLATION,OK,,True
316,logical_fallacies::92,logical_fallacies,mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
317,general_knowledge::729,general_knowledge,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
318,biology::358,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"يختلف الانشطار الثنائي على الانقسام المتساوي بـ:|||1. ما فماش خيوط مغزلية
2. ينتج زوز خلايا كيف الخلية الأم
3. تضاعف الكروموسومات
4. كمية المادة الوراثية في الخلايا اللي تنتج",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
319,law::190,law,arabic_mmlu,1,1,0,0,0,0,DISCARD,SOURCE,,1,1,1,1,1,1,OK,,DISCARD,SOURCE,True
320,high_school_psychology::508,high_school_psychology,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,اناهو الترتيب الصحيح لانتقال الصوت من وقت ما نسمعوه حتى يتعالج في الدماغ؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
321,social_science::709,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"النظافة سلوك:|||1. خايب
2. قبيح
3. باهي",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
322,biology::76,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,عدد عظام العمود الفقري في الصغار:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
323,high_school_european_history::74,high_school_european_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""في روسيا ما كان شي باش يمشي مليح، و[سوفارين] كان محبط من الأخبار اللي وصلتو. أصحابو القدم الكل ولاو يتوجهوا للسياسة؛ النيهيليست المشهورين اللي خلعوا أوروبا — أولاد رجال الدين في القرى، من الطبقة الوسطى الدنيا، من التجار — ما نجموش يتخطاوا فكرة التحرير الوطني، وكان يبان كأنهم يظنوا اللي العالم باش يتحرر كي يقتلوا الطاغية متاعهم...
'حماقة! ما باش يخرجوا منها بحماقتهم.'
من بعد، نقّص صوتو أكثر، وبكلمات قليلة مرّة وصف حلمو القديم متاع الأخوة. تخلى على رتبتو وثروتو؛ مشى للعمال، كان على أمل باش يشوف أخيرا تأسيس مجتمع جديد متاع العمل المشترك. السنتيمات اللي في جيوبو مشاو من زمان لصغار الحومة؛ كان حنين كيما الخو مع عمال المناجم، يبتسم لشكوكهم، يربحهم بطرقو الهادئة في الخدمة وكرهو للهدرة الزايدة. أما بكل وضوح الاندماج ما صارش.
صوتو تبدل، عينيه لاحوا، ثبتهم على إتيان، وخاطبو مباشرة:
'توّا، فهمتني؟ صنّاع القبعات هاذوكم في مرسيليا اللي ربحوا الجائزة الكبرى متاع اليانصيب متاع مية ألف فرنك مشاو في الحين استثمروها، وأعلنوا اللي باش يعيشوا بلا ما يعملوا شي! آه، هاذي هي فكرتكم، إنتوما الكل يا عمال فرنسا؛ تحبوا تلقاوا كنز باش تاكلوه وحدكم من بعد في ركن كسول وأناني. تنجموا تغوتوا ما تحبوا على الأغنياء، أما ما عندكمش الشجاعة باش تردوا للفقراء الفلوس اللي جابها لكم الحظ. عمركم ما باش تكونوا مستاهلين السعادة ما دامكم تملكوا حاجة، وكرهكم للبرجوازية جاي كان من رغبة غاضبة باش تكونوا برجوازيين كيفهم في بلاصتهم.'""
إميل زولا، كاتب فرنسي، جيرمينال، 1885
الحركة الراديكالية المعروفة بالفوضوية، المشار ليها في الفقرة الأولى، كانت مرتبطة بالكل من هاذم ما عدا:|||1. الجمعية الدولية للعمال
2. بيير-جوزيف برودون
3. مؤتمر فيينا
4. كومونة باريس",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
324,accounting::57,accounting,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"السؤال الأول: اختار (أ) إذا كانت الجملة صحيحة، و(ب) إذا كانت غالطة:
في الحالات اللي تكون فيها إدارة الحاسوب في مستوى أعلى من مستوى القطاعات المستفيدة، تنجّم إدارة الحاسوب تفرض السياسات والتطبيقات اللي تراها مناسبة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
325,moral_scenarios::181,moral_scenarios,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز سيناريوهات هاذم، الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة حتى لـ2020؟ السيناريو 1 | الملجأ ضد القنابل كان قاعد يتعمر، أما أنا تأكدت اللي البيانو الكبير متاعي شد بلاصة. السيناريو 2 | فقعت الكرة اللي كنا نلعبوا بيها أنا وأصحابي.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
326,math::93,math,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,عدد إذا قسمناه على 3 يكون الناتج 5 والباقي 2:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
327,nutrition::143,nutrition,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,شنوّة يلزم الرياضيين المحترفين ياكلوا وقت الرياضة القوية اللي تطول (أكثر من ساعتين ونصف)؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
328,nutrition::63,nutrition,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"ممكن ننقصوا (أما ما نجموش نحيدوا بالكل) التحيز في المعلومات في تقييم الماكلة اللي ناكلوها من خلال:|||1. نجمعوا معلومات على برشا حاجات مختلفة في عادات الناس في الماكلة.
2. نجمعوا معلومات على الماكلة اللي ياكلوها الناس في بداية الدراسة، قبل ما يبداو يحسوا بأعراض المرض.
3. نجمعوا معلومات على كل العوامل اللي ممكن تأثر.
4. نتأكدوا اللي عينة الدراسة تمثل المجتمع الكل.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
329,logical_fallacies::134,logical_fallacies,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,اناهي مغالطة من هاذم هي طريقة لإخفاء الدلائل، تحيّد مصدر الدليل من الاعتبار بحجة اللي المصدر فيه عيب، في حين ما فما حتى علاقة حقيقية بين العيب المزعوم وموثوقية المصدر؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
330,professional_law::72,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"بعد ما سرقوا زوز رجال بنك محلي، خرجوا من البنك ومشاو في جيهات مختلفة وخططوا باش يتلاقاوا بعد ثلاثة أيام في محطة التران. يومين بعد السرقة، تورط واحد من الرجال في حادث كرهبة. دخلوه للسبيطار وهزوه لقاعة الراديو. الطبيب وضّع الراجل باش تقني الراديو ينجّم ياخذ صور لظهرو من الأسفل. وعلى أساس شكاوى الراجل من المنطقة اللي توجع فيه، قال الطبيب: ""يبان كأنك عندك كسر في الحوض. إذا كان الشي هذا صحيح، يلزمك تبقى في الفراش لعدة أسابيع."" جاوب الراجل اللي ما ينجّمش يعمل الشي هذا خاطر لازمو يتلاقى مع الراجل الآخر غدوة. تقني كان في القاعة في الوقت هذاكة سمع جواب الراجل للطبيب. من بعد، تم اتهام الزوز رجال بالسرقة والتآمر. في محاكمة الراجل، وكدليل على التآمر، حاولت النيابة العمومية تقدّم شهادة الطبيب اللي الراجل قال: ""لازمني نتلاقى مع الراجل الآخر غدوة."" الدفاع اعترض. الدليل هذا:|||1. ما ينجّمش يتقبل، خاطر يخرق السرية بين الطبيب والمريض.
2. مقبول، خاطر التقني سمع المحادثة.
3. مقبول، بسبب طبيعة تصريحات الراجل.
4. مقبول، خاطر التصريح ما كانش سري في الظروف هاذي.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
331,arabic_language_(grammar)::19,arabic_language_(grammar),arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
332,management_ar::45,management_ar,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
التنظيم غير الرسمي هو عبارة على شبكة الاتصالات الرسمية اللي موجودة داخل المنظمة.|||1. نعم
2. لا",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
333,social_science::288,social_science,arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"وين يعيشوا سكان الأردن؟ ......|||1. المدينة
2. البادية
3. القرية
4. كل اللي تقال",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
334,history::328,history,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,ظهرت قوى اجتماعية جديدة في عهد محمد علي، ومنها ..............,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
335,professional_psychology::196,professional_psychology,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"المعايير الأخلاقية للمهن المختلفة تختلف في تركيزها ومنظورها. كنفساني تخدم في بيئة متعددة التخصصات، يلزمك:|||1. تخدم كان مع النفسانيين الآخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية.
2. تتعاون مع المهنيين الآخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية.
3. تتشاور مع لجنة الأخلاقيات المحلية متاعك باش تاخذ الإذن تخدم مع مهنيين آخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية.
4. تطور معايير مهنية وأخلاقية للخدمات النفسية ما تعترفش بالفروقات المهنية.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
336,high_school_psychology::41,high_school_psychology,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السيد قوردون تضرر عندو الجزء الخلفي من الفص الجبهي الأيمن. نتيجة لهذا، ما نجّمش:|||1. يفهم المعلومات اللي يسمعها
2. يفهم المعلومات اللي يقراها
3. يتكلم بشكل مفهوم
4. يحرك يدو اليسرى",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
337,high_school_statistics::200,high_school_statistics,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"نقابة المعلمين ومندوبية المدارس يتفاوضوا على أجور العام الجاي. المعلمين يحبوا فلوس أكثر، والمندوبية، كيما العادة، تقول اللي الميزانية محدودة وتحب تخلص أقل ما يمكن. المندوبية، كيما برشا مندوبيات، عندها عدد كبير من المعلمين بأجور متوسطة وشوية مسؤولين بأجور عالية. أجور جميع المعلمين والمسؤولين تتحسب باش يعرفوا، في المعدل، قدّاش يقبضوا الموظفين حاليا. من بين الاختيارات هاذي، شنوّة اللي باش تذكرو نقابة المعلمين في المفاوضات؟|||1. المتوسط متاع جميع الأجور.
2. المنوال متاع جميع الأجور.
3. الانحراف المعياري متاع جميع الأجور.
4. الوسيط متاع جميع الأجور.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
338,islamic_studies::1501,islamic_studies,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"نصليوا في الصلوات الرباعية:|||1. زوز ركعات
2. 3 ركعات
3. 4 ركعات",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
339,computer_science::253,computer_science,arabic_mmlu,0,1,0,1,1,1,FIXABLE,TRANSLATION,أكثر نظام عددي مستعمل هو النظام:,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
340,general_knowledge::958,general_knowledge,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,........ هو المكان المخصص للبيع والشراء ويتجمعوا فيه البياعة والشرايا.,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
341,civics::0,civics,arabic_mmlu,0,1,0,1,1,1,FIXABLE,TRANSLATION,"""يعتبر الأول في مدينة الدوحة من ناحية المساحة المستغلة"" — نوع القطاع الاقتصادي اللي تتكلم عليه الجملة هاذي هو:",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
342,natural_science::162,natural_science,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"وسيلة حركة البراميسيوم هي:|||1. الهدوب
2. السواط
3. الأرجل الكذابة",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
343,high_school_geography::58,high_school_geography,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,حسب نظرية ألفريد ويبر متاع أقل تكلفة، شنوّة هي التكلفة الأهم في الإنتاج اللي تحدد وين باش تتوضع الصناعة؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
344,driving_test::241,driving_test,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"ممنوع على السوفار يستعمل الكلاكسون:|||1. كي تكون الكرهبة واقفة.
2. بالقرب من السبيطارات والمدارس وبلايص العبادة.
3. برشا وبلا سبب وبطريقة تزعج الماشية على رجليهم ولاّ تقلق راحة الناس الأخرين.
4. كل اللي تقال.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
345,driving_test::966,driving_test,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
346,arabic_language_(general)::343,arabic_language_(general),arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"اقرا النص القصير التالي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
تلوث الماء يسبب [فراغ] برشا للإنسان.|||1. أهداف
2. أحزان
3. أمراض
4. فوايد",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
347,biology::1225,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,شنوّة أطول مدة بين انقسامين متتاليين في الخلايا هاذي في الإنسان؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
348,political_science::145,political_science,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
349,philosophy::112,philosophy,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,أوغسطين يقول باش تكون سعيد، يلزمك تعرف:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
350,geography::475,geography,arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"وحدة من هاذي موش من خصائص المنخفضات الجوية:|||1. تبان في نطاق الرياح الغربية العكسية
2. تغطي مساحات كبار، قطرها يفوت الـ1000 كلم
3. تنشأ على اليابسة والماء الزوز
4. الأضرار اللي تخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
351,biology::434,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,نوع الرابطة اللي تتكوّن وقت ما يتكوّن حلزون ألفا:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
352,history::576,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
353,marketing::132,marketing,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"الشركات اللي يشوفوا رواحهم روّاد السوق في جودة المنتوج غالبا يتبناو:|||1. استراتيجية حصة السوق
2. استراتيجية تسعير الاختراق
3. استراتيجية تركز على الفوائد اللي موش متاع الثمن
4. استراتيجية باش يوسعوا السوق ككل",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
354,physics::241,physics,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"المصباح المسجل على قرعتو (100 واط – 250 فولت) تكون المقاومة الكهربائية متاع الفتيلة متاعو:|||1. 0.4 أوم
2. 2.5 أوم
3. 40 أوم
4. 625 أوم",1,0,1,1,1,1,DISCARD,SOURCE,FIXABLE,UNCLEAR,True
355,management::42,management,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,كيفاش يتوصف فريق خدمة فيه خدّامة عندهم مهام محددة ومديرين بعاد عليهم؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
356,math::279,math,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,0,0,1,1,FIXABLE,TRANSLATION,OK,,True
357,security_studies::93,security_studies,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"بأي طريقة تنجّم تتفسر العلاقة المختلفة بين دراسات الأمن الأمريكية والأوروبية؟|||1. العلاقة المختلفة مع مفهوم الأمن: في أوروبا بقى النقاش جزء من التفكير السياسي الذاتي للباحث اللي ""يعمل الأمن""؛ بينما في أمريكا، مسألة مفهوم الأمن تتشاف في أحسن الأحوال كعملية ""حدّد المصطلحات"" ضرورية.
2. العلاقة المختلفة مع الشكل الدقيق للمعرفة اللي تتعتبر قيّمة: أمريكا أكثر عقلانية، وأوروبا أكثر تأملية. في النقاش الأمريكي حول دراسات الأمن، عادة تتفحص الفرضيات كعلاقات سبب ونتيجة، مربوطة بالنقاشات العامة وقياس المتغيرات الفكرية.
3. في أمريكا، التفسيرات الرئيسية المتنافسة ركزت من جهة على الهيمنة الليبرالية الأمريكية، ومن جهة أخرى على الاستقرار المبني على القوة فقط في ظل الأحادية القطبية المفترضة اللي فيها التوازن مستحيل.
4. كل الخيارات هاذم.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
358,physics::121,physics,arabic_mmlu,1,0,0,0,1,1,DISCARD,SOURCE,,1,0,0,0,1,1,DISCARD,SOURCE,DISCARD,SOURCE,False
359,computer_science::14,computer_science,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
360,professional_law::1340,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"دولة تفرض ضريبة على الدخل الصافي محسوبة حسب القانون الفيدرالي. الفصل 22 من قانون الإصلاح متاع المدينة لعام 2010، اللي يبدا تنفيذو في غرة جانفي 2010، يقول: ""أي والد ولاّ وصي مسؤول ماليا على تعليم صغيرو ينجّم يطلب خصم ضريبي مباشر من الضريبة على دخلو يساوي مبلغ الرسوم الدراسية متاع ولد ولاّ أولاد في سن الثانوي اللي ما يقراوش في ثانوية عمومية."" بنود أخرى تعرّف ""الرسوم الدراسية"" بشكل واسع أما تحدد الخصم كان للرسوم المدفوعة للمدارس اللي تلبي المتطلبات التعليمية اللي حددتها الدولة. في غرة ديسمبر 2009، والدين زوز تلامذة يقراو في ثانوية عمومية في الدولة رفعوا دعوى قضائية للحصول على حكم تصريحي وأمر قضائي في المحكمة الفيدرالية، وادّعاو اللي الفصل 22 يخرق بند تأسيس الدين في التعديل الأول. المحكمة الفيدرالية على الأرجح باش:|||1. ترفض الدعوى، خاطر القضية تتعلق بمسألة سياسية.
2. ترفض الدعوى، خاطر المدعين ما عندهمش الصفة كدافعي ضرائب.
3. ترفض الدعوى، خاطر القضية ما وصلتش للنضج.
4. ترفض الدعوى، خاطر القضايا اللي يتم التقاضي فيها ولات بلا فائدة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
361,professional_psychology::388,professional_psychology,mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
362,high_school_statistics::84,high_school_statistics,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"اناهي جملة من الجمل هاذي تشرح معنى التحيز بشكل صحيح؟|||1. توصف عملية تخلق تقديرات عالية برشا في المعدل ولاّ منخفضة برشا في المعدل.
2. توصف عملية تنتج عينة ما تمثلش المجتمع.
3. توصف نقص في العشوائية في عملية اختيار العينات.
4. توصف عينة ما تمثلش المجتمع.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
363,islamic_studies::1120,islamic_studies,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"معنى ""تبلى"":",1,0,1,1,0,1,DISCARD,SOURCE,FIXABLE,TRANSLATION,True
364,general_knowledge::612,general_knowledge,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,روى الترمذي وقال حديث حسن أن رسول الله صلى الله عليه وسلم قال: (إن من أحبكم إليّ وأقربكم مني مجلسا يوم القيامة أحاسنكم أخلاقا، وإن أبغضكم إليّ وأبعدكم مني يوم القيامة الثرثارون والمتشدقون والمتفيهقون. قالوا: يا رسول الله، قد علمنا الثرثارون والمتشدقون، فما المتفيهقون؟ قال: .......),1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
365,history::492,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,True
366,economics::234,economics,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"تبنى البنك المركزي صندوق الحسين للتميز عام 1999 كجزء من مسؤولية المؤسسة المصرفية والمؤسسات المالية تجاه المجتمع، لدعم القطاعات التالية:|||1. المرأة في المجتمعات الريفية
2. التعليم العالي والتعليم في الأردن
3. الوعي المالي في مجال تطوير الأعمال
4. التعليم المالي في بلايص الخدمة",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
367,history::510,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
368,history::638,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,0,1,FIXABLE,TRANSLATION,OK,,True
