annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
320,high_school_psychology::508,high_school_psychology,humanities/history,mmlu,منين هاذا الترتيب هو الي صحيح متاع انتقال الصوت من الوقت الي كنسمعوه حتى كيتعالج في الدماغ؟,,النافذة البيضاوية→ القوقعة→ غشاء الطبل→ العصب السمعي→ القناة السمعية ||| القناة السمعية→ العصب السمعي→ القوقعة→ غشاء الطبل→ العظيمات ||| غشاء الطبل→ النافذة البيضاوية→ القوقعة→ العصب السمعي→ القناة السمعية ||| القناة السمعية→ العظيمات→ النافذة البيضاوية→ القوقعة→ العصب السمعي,3,القناة السمعية→ العظيمات→ النافذة البيضاوية→ القوقعة→ العصب السمعي
321,social_science::709,social_science,humanities/history,arabic_mmlu,النظافة سلوك,,خايب ||| قبيح ||| مزيان,2,مزيان
322,biology::76,biology,STEM/health,arabic_mmlu,عدد عظام العمود الفقري فالدراري الصغار,,26 عظمة ||| 33 عظمة ||| 31 عظمة ||| حتى وحدة من هاذي,1,33 عظمة
323,high_school_european_history::74,high_school_european_history,humanities/history,mmlu,"هاذا السؤال كيتعلق بالمعلومات التالية.
فيروسيا ماكان والو غادي مزيان، و[سوفارين] كان محبط من الأخبار اللي وصلاتو. صحابو القدام كلهم ولاو كيتوجهو للسياسة؛ النيهيليست المشهورين اللي خلعو أوروبا - ولاد رجال الدين في القرى، من الطبقة الوسطى الدنيا، من التجار - ماقدروش يتخطاو فيكرة التحرير الوطني، وبان كيف إيلا كيظنو بلي العالم غادي يتحرر لما يقتلو الطاغية متاعهم...
""حماقة! ماغاديش يخرجو منها بالحماقة متاعهم.""
من بعد، نقص صوتو أكثر، وبكلمات قليلة مرة وصف الحلم القديم متاعو متاع الأخوة. تخلى على الرتبة متاعو وثروتو؛ مشى للعمال، غير على أمل باش يشوف أخيرا تأسيس مجتمع جديد متاع العمل المشترك. كل السنتيمات فيجيوبو مشاو من زمان للدراري الصغار متاع الحي؛ كان حنين كيف الخوت مع عمال المناجم، كيبتسم للشك متاعهم، كيربحهم بطرق الخدمة الهادئة متاعو ورهو للهدرة الزايدة. أما بكل وضوح الاندماج ماوقعش.
صوتو تبدل، عينيه لاحو، ثبتهم على إتيان، كيخاطبو مباشرة:
""توّا، شنوّة فيهمتي؟ هاذا صناع القبعات فيمرسيليا اللي ربحو الجائزة الكبرى متاع اليانصيب متاع مية ألف فيرنك مشاو على طول استثمروها، وعلنو بلي غادي يعيشو بلا مايديرو والو! آه، هادي هي الفكرة ديالكم، إنتوما كاملين العمال الفرنسيين؛ بغيتو تلقاو كنز باش تاكلوه بوحدكم من بعد فيشي ركن كسول وأناني. يمكن ليكم تغوتو ما بغيتو على الأغنياء، ماعندكمش الشجاعة باش تردو للفقراء الفلوس اللي جابها ليكم الحظ. عمركم ماغتكونو مستاهلين السعادة ماحد ماكتملكو شي حاجة، والكراهية ديالكم للبرجوازيين كتجي غير من رغبة غاضبة باش تكونو برجوازيين بحالهم فيبلاصتهم.""
إميل زولا، كاتب فيرنسي، جيرمينال، 1885
الحركة الراديكالية المعروفة بالفوضوية، المشار ليها في الفقرة الأولى، كانت مرتبطة بكلشي من هاذي ماعدا",,الجمعية الدولية للعمال ||| بيير-جوزيف برودون ||| مؤتمر فييينا ||| كومونة باريس,2,مؤتمر فييينا
324,accounting::57,accounting,professional/civic,arabic_mmlu,"السؤال اللول: ختار رقم (أ) إلا كانت الجملة صحيحة، ورقم (ب) إلا كانت الجملة غالطة

في الحالات اللي كتكون فييها إدارة الحاسوب في مستوى أعلى من مستوى القطاعات المستفيدة، يمكن لإدارة الحاسوب تفرض السياسات والتطبيقات اللي كتشوفها مناسبة:",,صح ||| غلط,0,صح
325,moral_scenarios::181,moral_scenarios,islamic/moral,mmlu,فيأي من هاذا السيناريوهات زوز، الشخصية الرئيسية (الي كتستعمل أنا/ليا) كتدير شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة حتى ل2020؟ السيناريو 1 | الملجأ ضد القنابل كان كيتعمر، أما أنا تأكدت باش البيانو الكبير ديالي شد بلاصة. السيناريو 2 | أنا فيقعت الكرة الي كنا كنلعبو بيها أنا وصحابي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,0,غالط، غالط
326,math::93,math,STEM/health,arabic_mmlu,عدد إلا قسمناه على 3 غادي يكون الناتج 5 والباقي 2,,16 ||| 17 ||| 19,1,17
327,nutrition::143,nutrition,STEM/health,mmlu,"شنوّة يلزم الرياضيين المحترفين ياكلو في الوقت متاع الرياضة القوية اللي كتطول (أكثر من ساعتين ونص)؟
",,60 غرام متاع الكليكوز في الساعة ||| 60 غرام متاع الكليكوز مع الفروكتوز في الساعة ||| 90 غرام متاع الكليكوز في الساعة ||| 90 غرام متاع الكليكوز مع الفروكتوز في الساعة,3,90 غرام متاع الكليكوز مع الفروكتوز في الساعة
328,nutrition::63,nutrition,STEM/health,mmlu,"ممكن ننقصو (أما ما يمكنش نحيدو بالكل) التحيز في المعلومات فيتقييم الماكلة الي كناكلو من خلال
",,نجمعو المعلومات على برشا دالحوايج مختلفة فيعادات الناس في الماكلة. ||| نجمعو المعلومات على الماكلة الي كياكلو الناس فيبداية الدراسة، قبل ما يبداو يحسو بأعراض المرض. ||| نجمعو المعلومات على كل العوامل الي ممكن تأثر. ||| نتأكدو بلي العينة متاع الدراسة كتمثل المجتمع كامل.,1,نجمعو المعلومات على الماكلة الي كياكلو الناس فيبداية الدراسة، قبل ما يبداو يحسو بأعراض المرض.
329,logical_fallacies::134,logical_fallacies,humanities/history,mmlu,شكون من هاذا المغالطات هي طريقة باش نخبيو الدلائل الي كتحيد مصدر الدليل من الاعتبار بحجة أن المصدر فييه عيب، فيحين ما فما حتى علاقة حقيقية بين العيب المزعوم وموثوقية المصدر؟,,الأهمية ||| الاستعلاء ||| تسميم البير ||| الاستناد لسلطة مجهولة,2,تسميم البير
330,professional_law::72,professional_law,professional/civic,mmlu,"من بعد ما زوز رجال سرقو بنك محلي، خرجو من البنك ومشاو فيجهات مختلفة وخططو باش يتلاقاو بعد تلت أيام في المحطة متاع التران. يومين من بعد السرقة، واحد من الرجال تورط فيحادثة سيارة. دخلوه للسبيطار وداوه لغرفة الراديو. الطبيب وضع الراجل باش التقني متاع الراديو يقدر ياخد صور للظهر متاعو من تحت. على حساب الشكاوي متاع الراجل على المنطقة اللي كتوجعو، الطبيب گال: ""كيبان كيف إلا عندك كسر في الحوض. إلا كان هاذا الشي، خاصك تبقى في الفراش لعدة أسابيع."" الراجل جاوب بلي ما يقدرش يدير هاذا الشي خاطر خاصو يتلاقى مع الراجل الآخر غدا. واحد التقني اللي كان في الغرفة فيداك الوقت سمع الجواب متاع الراجل للطبيب. من بعد، تم اتهام الجوج رجال بالسرقة والتآمر. في المحاكمة متاع الراجل، كدليل على التآمر، النيابة العامة حاولات تقدم شهادة الطبيب بلي الراجل گال: ""خاصني نتلاقى مع الراجل الآخر غدا."" الدفاع اعترض. هاذا الدليل",,ما يمكنش يتقبل، خاطر كيخرق السرية بين الطبيب والمريض. ||| مقبول، خاطر التقني سمع المحادثة. ||| مقبول، بسبب طبيعة التصريحات متاع الراجل. ||| مقبول، خاطر التصريح ما كانش سري، فيهاد الظروف.,2,مقبول، بسبب طبيعة التصريحات متاع الراجل.
331,arabic_language_(grammar)::19,arabic_language_(grammar),language,arabic_mmlu,"في الآية القرآنية ﴿قول معروف ومغفرة خير من صدقة يتبعها أذى﴾ ، شنوّة هو الإعراب الصحيح متاع كلمة
من",,حرف جر ||| حرف عطف ||| اسم معطوف مرفوع وعلامة رفعو الضمة ||| مبتدأ مرفوع ||| نعت مرفوع وعلامة رفعو الضمة,0,حرف جر
332,management_ar::45,management_ar,professional/civic,arabic_mmlu,ختار الجواب الصحيح بنعم ولا لا من هاذا الشي الي جاي:\n\nالتنظيم غير الرسمي هي عبارة على شبكة الاتصالات الرسمية الي فما داخل المنظمة,,واه ||| لا,1,لا
333,social_science::288,social_science,humanities/history,arabic_mmlu,فيين كيعيشو سكان الأردن ......,,المدينة ||| البادية ||| الدوار |||  كل شي اللي تقال,3, كل شي اللي تقال
334,history::328,history,humanities/history,arabic_mmlu,ظهرو قوى اجتماعية جداد فيعهد محمد علي، ومنهم ..............,,البدو ||| علماء الأزهر ||| المماليك ||| طوائف الحرف,0,البدو
335,professional_psychology::196,professional_psychology,humanities/history,mmlu,المعايير الأخلاقية للمهن المختلفة كتختلف في التركيز متاعها والمنظور متاعها. كنفساني خدام فيبيئة متعددة التخصصات، خاصك:,,تخدم غير مع النفسانيين الآخرين ملي كتطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تتعاون مع المهنيين الآخرين ملي كتطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تشاور مع لجنة الأخلاقيات المحلية متاعك باش تاخد الإذن تخدم مع مهنيين آخرين ملي كتطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تطور المعايير المهنية والأخلاقية للخدمات الصحة النفسية اللي ما كتعترفش بالفروقات المهنية.,1,تتعاون مع المهنيين الآخرين ملي كتطور المعايير المهنية والأخلاقية للخدمات النفسية.
336,high_school_psychology::41,high_school_psychology,humanities/history,mmlu,السيد گوردون تضرر ليه الجزء الخلفي من الفص الجبهي الأيمن. نتيجة لهاد الشي، ما قدرش,,يفهم المعلومات اللي كيسمع ||| يفهم المعلومات اللي كيقرا ||| يتكلم بشكل مفهوم ||| يحرك يدو اليسرى,3,يحرك يدو اليسرى
337,high_school_statistics::200,high_school_statistics,STEM/health,mmlu,نقابة متاع المعلمين ومديرية المدارس كيتفاوضو على الأجور متاع العام الجاي. المعلمين بغاو فيلوس كثر، والمديرية، كيما العادة، كتقول راه الميزانية محدودة وبغات تخلص أقل ما يمكن. المديرية، كيف برشا متاع المديريات، عندها عدد كبير متاع المعلمين بأجور متوسطة وشوية متاع المسؤولين بأجور عالية. الأجور متاع جميع المعلمين والمسؤولين كيتحسبو باش يعرفو، في المعدل، قدّاش كيربحو الموظفين حاليا. من بين هاذا الاختيارات، شنوّة هو اللي غادي تقول نقابة المعلمين في المفاوضات؟,,المتوسط متاع جميع الأجور. ||| المنوال متاع جميع الأجور. ||| الانحراف المعياري متاع جميع الأجور. ||| الوسيط متاع جميع الأجور.,3,الوسيط متاع جميع الأجور.
338,islamic_studies::1501,islamic_studies,islamic/moral,arabic_mmlu,كنصليو في الصلوات الرباعية,,زوز ركعات ||| 3 ركعات ||| 4 ركعات,2,4 ركعات
339,computer_science::253,computer_science,STEM/health,arabic_mmlu,باش تزيد تستعمل الأنظمة هي النظام: ترجم إلى التونسية  ,,الثنائي ||| الثماني ||| العشري ||| السادس عشر,2,العشري
340,general_knowledge::958,general_knowledge,professional/civic,arabic_mmlu,........ المكان المخصص للبيع والشرا ويتجمعو فييه البياعة والمشترية.,,المنتزه ||| السوق ||| الجامع ||| المدرسة,1,السوق
341,civics::0,civics,professional/civic,arabic_mmlu,""" يعتبر الأول في مدينة الدوحة من ناحية المساحة المستغلة "" نوع القطاع الإقتصادي اللي باش تزيد تفهم بيه الجملة اللي فاتت هو :-",,الصناعي ||| التجاري ||| الخدماتي ||| السكني,0,الصناعي
342,natural_science::162,natural_science,STEM/health,arabic_mmlu,وسیلة حركة البرامسیوم ھي,,الهدوب ||| السواط ||| الرجلين الكدابين,0,الهدوب
343,high_school_geography::58,high_school_geography,humanities/history,mmlu,حسب نظرية ألفريد ويبر متاع أقل تكلفة، شنوّة هي التكلفة الأهم في الإنتاج الي كتحدد فيين غادي تتوضع الصناعة؟,,اليد العاملة ||| النقل ||| المواد الخام ||| تكاليف التجمع,1,النقل
344,driving_test::241,driving_test,professional/civic,arabic_mmlu,ممنوع على الشوفور يستعمل الكلاكصون:,,ملي تكون الطوموبيل واقفة. ||| قريب من السبيطارات والمدارس وبلايص العبادة. ||| برشا وبلا سبب وبطريقة كتزعج الناس اللي كيمشيو على رجليهم ولا كتقلق راحة الناس لخرين. ||| كل اللي تقال.,3,كل اللي تقال.
345,driving_test::966,driving_test,professional/civic,arabic_mmlu,ممنوع على شوفور طوموبيل:,,يسوق بين الخطوط البيضا ||| يتجاوز الخطوط المقطعة البيضا ||| يسوق على الخطوط البيضا,2,يسوق على الخطوط البيضا
346,arabic_language_(general)::343,arabic_language_(general),language,arabic_mmlu,"قرا النص القصير التالي وختار الجواب المناسب ل [فيراغ] اللي غايكمل الجملة بشكل صحيح
 تلوث الماء كيسبب [فيراغ] برشا للإنسان.",أنواع تلوث البيئة فما أشكال عديدة متاع تلوث البيئة وأهمها: تلوث الهوا، وتلوث الماء، وتلوث التربة، والضوضاء، وها تعريف هاذا الأنواع: تلوث الهوا: الهوا اللي ماعندوش ريحة كيولي عندو ريحة، وعندو لون تاني، والسبب فيهاد التلوث، حرق البترول، بسبب محركات الطوموبيلات وغيرها، وتلوث الهوا كيضر بصحة الإنسان؛ كيأدي لالتهاب العينين والرية، ويسبب تلوث الهوا تاني موت الحيوان والنبات. تلوث الماء: كيأدي لتقليل الماء النقي والعذب، اللي كيستعملو الإنسان في الشرب والنظافة؛ والسبب فيتلوث الماء هو رمي المواد الكيميائية، والنفايات الحيوانية والنباتية وميه الصرف الصحي في البحور والويدان والآبار، وتلوث الماء كيسبب أمراض برشا للإنسان، ويأدي لموت الحيوان والنبات. تلوث التربة: هاذا النوع من التلوث كيتلف التربة المزيانة، ويأدي هادشي لفقدان مساحة من الأرض اللي كتزرع فييها النباتات؛ لغذاء الإنسان والحيوان. الضوضاء: كتكثر الضوضاء في المدن، وسببها وسائل النقل من طيارات وطوبيسات وترانات وطوموبيلات، وتسببها تاني الأجهزة الكهربائية المختلفة اللي في الديور، والضوضاء كتأدي لضعف السمع، والقلق.,أهداف ||| أحزان ||| أمراض ||| فيوايد,2,أمراض
347,biology::1225,biology,STEM/health,arabic_mmlu,شنوّة هي أطول مدة بين انقسامين متتاليين فهاد الخلايا فالإنسان ؟,,خلية بيضية ثانوية والبويضة الي خرجات منها ||| خلية بيضية أولية وخلية بيضية ثانوية ||| خلية جرثومية أمية وأمهات البيض ||| خلية أمهات البيض وخلية بيضية أولية,1,خلية بيضية أولية وخلية بيضية ثانوية
348,political_science::145,political_science,professional/civic,arabic_mmlu,أول تعريف دولي لحقوق الإنسان هو الإعلان العالمي لحقوق الإنسان واللي صدر على:,,الأمم المتحدة ||| عصبة الأمم ||| جامعة الدول العربية,0,الأمم المتحدة
349,philosophy::112,philosophy,humanities/history,mmlu,أوغسطين كيقول باش تكون سعيد، خاصك تعرف:,,أسباب الظواهر الطبيعية. ||| أسباب الخير والشر. ||| الزوز أ و ب. ||| لا أ ولا ب.,1,أسباب الخير والشر.
350,geography::475,geography,humanities/history,arabic_mmlu,وحدة من هاذي موشي من خصائص المنخفضات الجوية :,,كتبان فينطاق الرياح الغربية العكسية ||| كتغطي مساحات كبار، القطر متاعها كيفوت (1000كم) ||| كتنشأ على اليابس والما الزوز ||| الأضرار الي كتخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية,3,الأضرار الي كتخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية
351,biology::434,biology,STEM/health,arabic_mmlu,نوع الرابطة اللي كتكون فاش كيتكون حلزون ألفا :,,هيدروجينية ||| ببتيدية ||| غلايكوسيدية ||| ثنائي الكبريتيد,0,هيدروجينية
352,history::576,history,humanities/history,arabic_mmlu,قامت مملكة سبأ في منطقة جنوب غرب مملكة معين: ,,صحيح ||| موشي صحيح,0,صحيح
353,marketing::132,marketing,professional/civic,mmlu,الشركات الي كيشوفو راسهم رواد السوق فيجودة المنتوج غالبا كيتبناو,,استراتيجية حصة السوق ||| استراتيجية تسعير الاختراق ||| استراتيجية كتركز على الفوائد الي موشي متاع الثمن ||| استراتيجية باش يوسعو السوق ككل,2,استراتيجية كتركز على الفوائد الي موشي متاع الثمن
354,physics::241,physics,STEM/health,arabic_mmlu,المصباح المسجل على قرعتو (100 واط – 250 فيولت) تكون المقاومة الكهربائية متاع الفتيلة متاعو,,0.4 واط ||| 2.5 واط ||| 40 واط ||| 625 واط,3,625 واط
355,management::42,management,professional/civic,mmlu,كيفاش كتوصف فيريق خدمة اللي فييه خدامة عندهم مهام محددة ومديرين بعاد عليهم؟,,تابع ||| مستقل ||| متكامل ||| تعاوني,1,مستقل
356,math::279,math,STEM/health,arabic_mmlu,قرا إياد 20 صفحة من كتاب عدد صفحاتو خمسين صفحة، قدّاش من صفحة باقية من الكتاب,,10 ||| 33 ||| 50 ||| تلاتين,3,تلاتين
357,security_studies::93,security_studies,professional/civic,mmlu,بأي طريقة يمكن تفسير العلاقة المختلفة بين دراسات الأمن الأمريكية والأوروبية؟,,العلاقة المختلفة مع مفهوم الأمن: فيي أوروبا بقى النقاش كجزء من التفكير السياسي الذاتي للباحث اللي 'كيدير الأمن'؛ بينما فيي أمريكا، مسألة مفهوم الأمن تشوف على أنها فيي أحسن الأحوال عملية 'حدد المصطلحات' ضرورية. ||| العلاقة المختلفة مع الشكل الدقيق للمعرفة اللي كتعتبر قيمة. أمريكا أكثر عقلانية، أوروبا أكثر تأملية. فيي النقاش الأمريكي حول دراسات الأمن، عادة كيتم فيحص الفرضيات كعلاقات سبب ونتيجة، مربوطة بالنقاشات العامة وقياس المتغيرات الفكرية. ||| فيي أمريكا، التفسيرات الرئيسية المتنافسة ركزات من جهة على الهيمنة الليبرالية الأمريكية، ومن جهة أخرى على الاستقرار المبني على القوة فيقط فيي ظل الأحادية القطبية المفترضة اللي فييها التوازن مستحيل. ||| كل هاذا الخيارات.,3,كل هاذا الخيارات.
358,physics::121,physics,STEM/health,arabic_mmlu,مبدأ حفظ كمية التحرك كيساوي:,,قانون نيوتن التاني ||| قانون نيوتن اللول ||| قانون نيوتن التالت ||| قانون الجذب العام,3,قانون الجذب العام
359,computer_science::14,computer_science,STEM/health,arabic_mmlu,......................هو وسيط بين المبرمج والمعدات، باش يبني برامج ذات أهمية في حل المشاكل ويتكون من مجموعة من الأوامر. ,,المبرمج ||| لغة البرمجة ||| البرنامج,1,لغة البرمجة
360,professional_law::1340,professional_law,professional/civic,mmlu,واحد الدولة كتفرض ضريبة على الدخل الصافي محسوبة حسب القانون الفيدرالي. الفصل 22 من قانون الإصلاح متاع المدينة متاع 2010، اللي غادي يبدا التنفيذ متاعو فياتح يناير 2010، كيقول: 'أي والد ولا وصي مسؤول ماليا على تعليم الوليد متاعو يقدر يطلب خصم ضريبي مباشر من الضريبة على الدخل متاعو مساوي للمبلغ متاع الرسوم الدراسية متاع ولد ولا ولاد فيسن الثانوي اللي ما كيقراوش فيثانوية عمومية.' بنود أخرى تعرف 'الرسوم الدراسية' بشكل واسع أما كتحدد الخصم غير للرسوم المدفوعة للمدارس اللي كتلبي المتطلبات التعليمية اللي حددتها الدولة. فياتح دجنبر 2009، والدين زوز تلاميذ كيقراو فيثانوية عمومية في الدولة رفعو دعوى قضائية للحصول على حكم تصريحي وأمر قضائي في المحكمة الفيدرالية، كيدعيو بلي الفصل 22 كيخرق بند تأسيس الدين في التعديل الأول. المحكمة الفيدرالية على الأرجح غادي,,ترفض الدعوى، خاطر القضية كتعلق بمسألة سياسية. ||| ترفض الدعوى، خاطر المدعين ما عندهمش الصفة كدافعي ضرائب. ||| ترفض الدعوى، خاطر القضايا ما وصلاتش للنضج. ||| ترفض الدعوى، خاطر القضايا اللي كيتم التقاضي فييها ولات بلا فيائدة.,2,ترفض الدعوى، خاطر القضايا ما وصلاتش للنضج.
361,professional_psychology::388,professional_psychology,humanities/history,mmlu,اختبار وندرليك للموظفين هو:,,قياس متاع المهارات الحركية النفسية. ||| قياس متاع المهارات الكتابية. ||| قياس قصير متاع القدرة المعرفية. ||| جرد قصير متاع الاهتمامات.,2,قياس قصير متاع القدرة المعرفية.
362,high_school_statistics::84,high_school_statistics,STEM/health,mmlu,أشمن جملة من هاذا الجمل كتشرح المعنى متاع التحيز بشكل صحيح؟,,كتوصف عملية كتخلق تقديرات عالية برشا في المعدل ولا منخفضة برشا في المعدل. ||| كتوصف عملية كتنتج عينة ما كتمثلش المجتمع. ||| كتوصف نقص في العشوائية فيعملية اختيار العينات. ||| كتوصف عينة ما كتمثلش المجتمع.,0,كتوصف عملية كتخلق تقديرات عالية برشا في المعدل ولا منخفضة برشا في المعدل.
363,islamic_studies::1120,islamic_studies,islamic/moral,arabic_mmlu,معنى تبلى:  ,,تخبع ||| تخبا ||| تقرا ||| تكشف,3,تكشف
364,general_knowledge::612,general_knowledge,professional/civic,arabic_mmlu,روى الترمذي وقال حديث حسن أن رسول الله صلى الله عليه وسلم قال(إن من أحبكم إلى وأقربكم مني مجلسا يوم القيامة أحاسنكم أخلاقا وإن أبغضكم إلي وأبعدكم مني يوم القيامة الثرثارون والمتشدقون والمتفيهقون: قالوا يارسول الله علمنا الثرثارين والمتشدقين فيما المتفيهقون؟ قال: .......)؟,,النمامين ||| الكدابين ||| المنانين ||| المتكبرين,3,المتكبرين
365,history::492,history,humanities/history,arabic_mmlu,العام اللي تخلقات فييه إمارة شرق الأردن هو :,,1928 ||| 1929 ||| 1921 ||| 1925,2,1921
366,economics::234,economics,professional/civic,arabic_mmlu,تبنى البنك المركزي صندوق الحسين للتميز في عام 1999 كجزء من مسؤولية المؤسسة المصرفية والمؤسسات المالية تجاه المجتمع لدعم القطاعات التالية : ,,المرا في المجتمعات القروية ||| التعليم العالي والتعليم في الأردن ||| الوعي المالي فيمجال تطوير الأعمال ||| التعليم المالي فيبلايص الخدمة,1,التعليم العالي والتعليم في الأردن
367,history::510,history,humanities/history,arabic_mmlu,المورد الاقتصادي الرئيسي في الدولة الإسلامية,,الغنيمة ||| الركاز ||| العشور ||| الخراج,3,الخراج
368,history::638,history,humanities/history,arabic_mmlu,المعركة اللخرة بين العباسيين والأمويين هي .... ,,اليرموك ||| الزاب ||| عين جالوت ||| الأندلس,1,الزاب
369,security_studies::88,security_studies,professional/civic,mmlu,بأي طرق ممكن يتهدد المجتمع؟,,المجتمعات كتهدد منين كيكون التراث اللغوي والتقاليد متاعها تحت الهجوم. عدم القدرة على استخدام وتطوير اللغة التقليدية كيعني تدمير المجتمع. ||| التهديدات للأمن المجتمعي كاينين منين يشوف المجتمع الهوية الجماعية متاعو تحت السؤال. هاذا الظروف كتشمل قمع التعبير والتدخل فيي قدرة المجتمع على إعادة إنتاج راسو عبر الأجيال. ||| التهديدات العسكرية للمجتمعات على شكل عدوان خارجي، بشكل أساسي من خلال سياسات تقليل السكان بهدف منع الهويات الجماعية من إعادة إنتاج راسها عبر الأجيال. ||| تدفق الهجرة لدولة مستقبلة كيأدي لتغيير فيي تركيبة السكان مما كينتج عنه منافسة أفقية أو عمودية. هادشي موشي تهديد مباشر للبقاء أما جزء من عمليات تطورية أوسع للهوية ما يمكنش التحكم فييها.,1,التهديدات للأمن المجتمعي كاينين منين يشوف المجتمع الهوية الجماعية متاعو تحت السؤال. هاذا الظروف كتشمل قمع التعبير والتدخل فيي قدرة المجتمع على إعادة إنتاج راسو عبر الأجيال.
370,islamic_studies::1483,islamic_studies,islamic/moral,arabic_mmlu,فما غار حراء في,,المدينة ||| مكة ||| القدس,1,مكة
371,philosophy::76,philosophy,humanities/history,mmlu,فييلو كيقول بلي التشبيه الي خدم بيه كليانتيس باش يدافع على رأيو هو _____.,,معقد برشا ||| ضعيف ||| قوي ||| موشي مبني على طريقة تفكير مشروعة,1,ضعيف
372,philosophy::48,philosophy,humanities/history,mmlu,"ب ""حركة الحيوان""، هوبز كيقصد:",,العمليات اللاإرادية كيف دقات القلب والتنفس. ||| السلوك الغريزي، كيف الرضاعة متاع الصغار. ||| السلوك الغير عقلاني. ||| كل السلوك الإرادي.,3,كل السلوك الإرادي.
373,biology::43,biology,STEM/health,arabic_mmlu,ملي كنرفعو كعب الرجل,,كتنبسط العضلة التوأمية ||| كتنقبض عضلة كرش الساق ||| كيتقطع وتر أخيل ||| زوز جوابات لخرين,1,كتنقبض عضلة كرش الساق
374,professional_law::875,professional_law,professional/civic,mmlu,"واحد مول عمل بغا يصبغ دارو. تواصل مع برشا د الصباغين في المنطقة متاعو وطلب منهم يصيفطو ليه العروض متاعهم باش يدير الخدمة. مول الدار توصل ب 10 عروض. التسعة الأولى كانو كيعرضو يصبغو الدار بمبالغ ما بين 10,000 و 12,500 دولار. العرض العاشر تصيفط بالتلغراف وان خاصو يكون ب 10,000 دولار. أما، شركة التلغراف دارت غلطة وصيفطات العرض ب 1,000 دولار. مول الدار قبل العرض العاشر على طول، أما الصباغ العاشر رفض يدير الخدمة. أحسن دفاع للصباغ العاشر فيدعوى خرق العقد من طرف مول الدار غادي يكون",,أن مول الدار كان خاصو يعرف بلي فما غلطة في الإرسال، بسباب الفرق الكبير بين العرض متاعو والعروض الأخرى. ||| أن شركة التلغراف خاصها تكون مسؤولة كمقاول مستقل. ||| أن مول الدار كان عندو واجب إيجابي باش يتحقق من جميع العروض المقدمة. ||| أن الغلطة خلات العقد غير معقول.,0,أن مول الدار كان خاصو يعرف بلي فما غلطة في الإرسال، بسباب الفرق الكبير بين العرض متاعو والعروض الأخرى.
375,sociology::167,sociology,humanities/history,mmlu,واحد من المشاكل الأخلاقية متاع الملاحظة بالمشاركة السرية هي:,,ماتقدرش تكتب ملاحظات ميدانية شاملة ولا تسجل المحادثات ||| تخدع المستجوبين على السبب متاع الوجود متاعك ||| تلاحظ الناس خارج البيئة الطبيعية متاعهم ||| تعرض المشاركين للضرر الجسدي,1,تخدع المستجوبين على السبب متاع الوجود متاعك
376,moral_disputes::243,moral_disputes,islamic/moral,mmlu,واحد الرسالة الي كيقول ناثانسون بلي يمكن لينا نبعثوها بإلغاء عقوبة الإعدام هي أن,,كنحترمو كرامة الحياة البشرية. ||| كاينين شي عقوبات أسوأ من الموت. ||| ما كاينش شي عقوبة متناسبة مع القتل. ||| حتى وحدة من هاذا الشي,0,كنحترمو كرامة الحياة البشرية.
377,global_facts::41,global_facts,STEM/health,mmlu,شنية نسبة الأولاد اللي أعمارهم بين 13 و 15 سنة في الصين اللي قالوا باش يتشابكو في المدرسة، مرة أو أكثر في العام اللي فات، حتى لسنة 2015؟ ,,9% ||| 19% ||| 39% ||| 59%,1,19%
378,philosophy::261,philosophy,humanities/history,mmlu,النظرية الي كتقول بلي الحالات العقلية موشي غير حالات الدماغ كتسمى _____.,,نظرية الدماغ ||| إبيفينومينالية ||| نظرية الهوية ||| السلوكية المنطقية,2,نظرية الهوية
379,philosophy_ar::32,philosophy_ar,humanities/history,arabic_mmlu,"كيگول ""علي عزت بيجوفيتش"" : ""الفن هو معرفة الخاص و الفلسفة والعلم معرفة العام"". هاذا القول كيعكس واحد من مهارات التفكير الفلسفي هي.",,التعميم ||| التجريد ||| التحليل ||| التركيب,0,التعميم
380,moral_scenarios::319,moral_scenarios,islamic/moral,mmlu,فيأي من هاذا الحالتين الشخصية الرئيسية (الي كتستعمل أنا/ليا) دارت شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في2020؟ الحالة 1 | كنت خاوي من صباغة الوجه لكسوة ولدي متاع الهالوين، فياستعملت باليط متاع الماكياج خاطر اضطريت نرتاجل. الحالة 2 | عجبني بيل، وهو ما كيعرفنيش؛ بوستو باش نشوف شنوّة غادي تكون شي كيمياء بيناتنا.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,2,موشي غالط، غالط
