annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
287,management::25,management,professional/civic,mmlu,الاندماج العمودي للأمام هو كي شركة تندمج ولاّ تشري شركة أخرى:,,تجاه مصدر التزويد ||| تجاه المستهلك ||| في نفس المرحلة متاع سلسلة التوريد ||| في صناعة أخرى,1,تجاه المستهلك
288,civics::292,civics,professional/civic,arabic_mmlu,أهم التطورات اللي مر بيها الجيش العربي الأردني في المرحلة الأولى هي تشكيل قوات الحدود وتحويلها لـ:,,قوة البادية ||| قوة الدرك الثابتة ||| قوة السيارة ||| قوة الأمن العام,0,قوة البادية
289,history::377,history,humanities/history,arabic_mmlu,الجنادل كانو حماية أمنية لمصر من جهة الجنوب,,صحيح ||| غالط,0,صحيح
290,management_ar::60,management_ar,professional/civic,arabic_mmlu,ما يعتبرش مثال على الخطط دائمة الاستخدام:,,الحملات. ||| الخوارزميات. ||| الإجراءات. ||| النظام.,1,الخوارزميات.
291,computer_science::287,computer_science,STEM/health,arabic_mmlu,باش نبدلوا الرقم من النظام الثماني للثنائي، لازم ناخذوا كل رقم في النظام الثماني ونبدلوه بالعدد اللي يساويه في النظام الثنائي، وهو يتكون من:,,4 أرقام ||| زوز أرقام ||| 8 أرقام ||| 3 أرقام,3,3 أرقام
292,history::353,history,humanities/history,arabic_mmlu,تم إنهاء الحماية البريطانية على مصر بعد:,,مفاوضات سعد/ملنر ||| تصريح 28 فبراير ||| معاهدة 1936 ||| اتفاقية الجلاء,1,تصريح 28 فبراير
293,social_science::160,social_science,humanities/history,arabic_mmlu,نزور جدي وجدتي برشا.,,صحيح ||| غالط,0,صحيح
294,physics::59,physics,STEM/health,arabic_mmlu,شنوّة هو المدى متاع الموجات الصوتية اللي قادر الإنسان العادي يسمعها ؟,,كتر من 20000 هرتز ||| من 10 هرتز حتى 10000 هرتز ||| قل من 20 هرتز ||| من 20 هرتز حتى 20000 هرتز,3,من 20 هرتز حتى 20000 هرتز
295,management::78,management,professional/civic,mmlu,شنوّة موشي من خصائص المسؤولية الاجتماعية للشركات؟,,سلامة المنتوج ||| حقوق المستهلك ||| سياسات البيئة ||| التلاعب في الأسعار,3,التلاعب في الأسعار
296,philosophy::252,philosophy,humanities/history,mmlu,ديكارت كان يعتقد اللي التفاعل بين الجسد والعقل يصير في _____.,,الإكتوبلازم ||| جدع الدماغ ||| الغدة الصنوبرية ||| الجهاز العصبي,2,الغدة الصنوبرية
297,high_school_geography::122,high_school_geography,humanities/history,mmlu,كي بلاد تخلط دينها مع حكومتها، تتسمى:,,ديكتاتورية. ||| ثيوقراطية. ||| ديموقراطية. ||| أوتوقراطية.,1,ثيوقراطية.
298,political_science::182,political_science,professional/civic,arabic_mmlu,إسهامات الفكر السياسي في صياغة حقوق الإنسان تتمثل في مدرسة القانون الطبيعي ومدرسة القانون الوضعي و: .......,,المدرسة الواقعية ||| المدرسة النفعية ||| المدرسة المثالية,1,المدرسة النفعية
299,professional_law::1444,professional_law,professional/civic,mmlu,"مقاول من الولاية أ قرر يبيع صلصة حارة للناس وسماها ""أحسن صلصة حارة"". شركة مسجلة في الولاية ب ومقرها الرئيسي في الولاية ج رفعت دعوى ضد المقاول في المحكمة الفيدرالية في الولاية ج. الشكاية طلبت 50,000 دولار كتعويض وادّعت اللي استخدام المقاول لاسم ""أحسن صلصة حارة"" خرق العلامة التجارية الفيدرالية متاع الشركة. قدّم المقاول جواب ينفي فيه الادعاءات، وبدا الطرفين التحقيق. بعد ستة أشهر، طلب المقاول رفض القضية بسبب نقص الاختصاص الموضوعي. هل يلزم المحكمة تقبل مطلب المقاول؟",,لا، خاطر دعوى الشركة تنبع من القانون الفيدرالي. ||| لا، خاطر المقاول تنازل على حقو باش يتحدى الاختصاص الموضوعي كي ما أثارش القضية هاذي في البداية بمطلب ولاّ في الجواب. ||| آي، خاطر رغم اللي الدعوى تنبع من القانون الفيدرالي، المبلغ المتنازع عليه ما يتحققش. ||| آي، خاطر رغم وجود التنوع، المبلغ المتنازع عليه ما يتحققش.,0,لا، خاطر دعوى الشركة تنبع من القانون الفيدرالي.
300,high_school_geography::151,high_school_geography,humanities/history,mmlu,إذا نحب نبعث حاجة صغيرة متاع مصوغ غالية برشا لخالتي اللي ساكنة في بوكيبسي، شنوّة أحسن طريقة باش نبعثها؟,,كاميو ||| طيارة ||| باخرة ||| ترين,1,طيارة
301,physics::98,physics,STEM/health,arabic_mmlu,شنوّة صار لأغلب جزيئات أشعة ألفا اللي تسلطت على صفيحة الذهب في تجربة رذرفورد؟,,دازت بلا انحراف ||| رجعت للوراء ||| دازت أما بانحراف ||| تشربت في النواة,0,دازت بلا انحراف
302,human_aging::98,human_aging,STEM/health,mmlu,تصميم المنتجات والبيئات باش يناسبوا قدرات الناس اللي يستعملوهم ولاّ يعيشوا فيهم يتسمى تصميم _____,,بيئي ||| إيكولوجي ||| أرغونومي ||| انتقائي,2,أرغونومي
303,biology::459,biology,STEM/health,arabic_mmlu,وحدة من هاذي موش من خصائص الحمض النووي RNA:,,فيه يوراسيل ||| يتكون من سلسلة ||| موجود في النواة ||| فيه ثايمين,3,فيه ثايمين
304,arabic_language::591,arabic_language,language,arabic_mmlu,(كان) في هاذا المثال: اتق الله حيث كنت,,تامة ||| ناقصة ||| زايدة ||| مهملة,0,تامة
305,civics::137,civics,professional/civic,arabic_mmlu,عملية التغيير الاجتماعي ترتبط بـ:,,الأنظمة السياسية ||| حجم الموارد ||| البيئة الجغرافية |||  كل شي الي تقال صحيح,0,الأنظمة السياسية
306,logical_fallacies::82,logical_fallacies,humanities/history,mmlu,في القياس الشرطي، كي المقدمة الصغرى تنفي المقدَّم:,,ما نجموش نخرجوا بحتى نتيجة صحيحة ||| النتيجة لازمها تأكد التالي ||| النتيجة لازمها تنفي التالي ||| النتيجة لازمها تأكد المقدَّم,0,ما نجموش نخرجوا بحتى نتيجة صحيحة
307,driving_test::1000,driving_test,professional/civic,arabic_mmlu,من وظائف العجلات الرئيسية:,,تبديل اتجاه الحركة والحفاظ عليها ||| رفع الأحمال ||| كل اللي تقال,2,كل اللي تقال
308,high_school_world_history::145,high_school_world_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
""كي يمشيوا البرتغاليين من ماكاو في الصين لليابان، يهزوا معاهم برشا حرير أبيض، ودهب، ومسك، وبورسلين؛ وما يجيبوا من اليابان كان الفضة. عندهم سفينة كبيرة تمشي لغادي كل عام وتجيب من غادي كل عام تقريبا ستمية قطعة نقدية؛ والفضة هاذي الكل متاع اليابان، ومياتين ألف قطعة نقدية زايدة من الفضة اللي يجيبوها كل عام من الهند، يستعملوها بفايدة كبيرة في الصين؛ ويجيبوا من غادي الدهب، والمسك، والحرير، والنحاس، والبورسلين، وبرشا حوايج غالية ومذهبة أخرى.
كي يجيوا البرتغاليين لكانتون في الصين باش يتاجروا، لازمهم يبقاوا غادي كان أيام معدودة؛ وكي يدخلوا من باب المدينة، لازمهم يسجلوا أسماءهم في كتاب، وكي يخرجوا في الليل لازمهم يمسحوا أسماءهم. ما ينجموش يباتوا في المدينة طول الليل، لازمهم يباتوا في فلايكهم برا المدينة. وإذا كملت المدة متاعهم، وبقى شكون غادي، يتحبس.""
رالف فيتش، حكاية على رحلاتو للشرق الأقصى، 1599م.
بالإضافة لمصادر الفضة المذكورة في الفقرة الأولى، أكبر كمية من الفضة الزايدة جات للصين من اناهي منطقة من هاذم؟",,آسيا الوسطى ||| أوروبا ||| الشرق الأوسط ||| العالم الجديد,3,العالم الجديد
309,driving_test::806,driving_test,professional/civic,arabic_mmlu,سرعة حافلات المدارس في أبو ظبي محدودة ب...؟,,60 كيلومتر في الساعة ||| 100 كيلومتر في الساعة ||| 40 كيلومتر في الساعة ||| 80 كيلومتر في الساعة,3,80 كيلومتر في الساعة
310,natural_science::258,natural_science,STEM/health,arabic_mmlu,........ من الأنشطة البشرية اللي تتسبب في القضاء على برشا أنواع نباتية وحيوانية.,,الزلازل ||| البراكين ||| الفيضانات ||| الصيد الجائر,3,الصيد الجائر
311,arabic_language::296,arabic_language,language,arabic_mmlu,"«إنتوما داعيات للخير، مرتضيات من الناس».
اختار من اللي جاي التغيير الصحيح كي نردّوا الجملة للمفرد المذكر:",,داع - مرتضى ||| داع - مرتض ||| داعي - مرتضى,0,داع - مرتضى
312,math::191,math,STEM/health,arabic_mmlu,شنوّة هو العدد اللي يجي بعد 80؟,,82 ||| 18 ||| 81 ||| 88,2,81
314,math::200,math,STEM/health,arabic_mmlu,العدد اللي يجي بعد العدد 84:,,85 ||| 80 ||| 83,0,85
315,islamic_studies::1007,islamic_studies,islamic/moral,arabic_mmlu,شنوّة هي عدة الأرملة اللي موشي حامل؟,,شهرين ||| ستة شهور ||| عشرة شهور ||| أربعة شهور وعشرة أيام,3,أربعة شهور وعشرة أيام
316,logical_fallacies::92,logical_fallacies,humanities/history,mmlu,المغالطة متاع _ignoratio elenchi_ معروفة أيضا ب,,الحجة ضد الشخص ||| الاستعطاف ||| الجهل بالتفنيد ||| مغالطة 'حتى إنتا',2,الجهل بالتفنيد
317,general_knowledge::729,general_knowledge,professional/civic,arabic_mmlu,شكون هو النبي اللي تسمى في القرآن الكريم (ذا الكفل)؟,,إدريس عليه السلام ||| سليمان عليه السلام ||| يونس عليه السلام ||| إلياس عليه السلام,0,إدريس عليه السلام
318,biology::358,biology,STEM/health,arabic_mmlu,يختلف الانشطار الثنائي على الانقسام المتساوي بـ:,,ما فماش خيوط مغزلية ||| ينتج زوز خلايا كيف الخلية الأم ||| تضاعف الكروموسومات ||| كمية المادة الوراثية في الخلايا اللي تنتج,0,ما فماش خيوط مغزلية
320,high_school_psychology::508,high_school_psychology,humanities/history,mmlu,اناهو الترتيب الصحيح لانتقال الصوت من وقت ما نسمعوه حتى يتعالج في الدماغ؟,,النافذة البيضاوية→ القوقعة→ غشاء الطبل→ العصب السمعي→ القناة السمعية ||| القناة السمعية→ العصب السمعي→ القوقعة→ غشاء الطبل→ العظيمات ||| غشاء الطبل→ النافذة البيضاوية→ القوقعة→ العصب السمعي→ القناة السمعية ||| القناة السمعية→ العظيمات→ النافذة البيضاوية→ القوقعة→ العصب السمعي,3,القناة السمعية→ العظيمات→ النافذة البيضاوية→ القوقعة→ العصب السمعي
321,social_science::709,social_science,humanities/history,arabic_mmlu,النظافة سلوك:,,خايب ||| قبيح ||| باهي,2,باهي
322,biology::76,biology,STEM/health,arabic_mmlu,عدد عظام العمود الفقري في الصغار:,,26 عظمة ||| 33 عظمة ||| 31 عظمة ||| حتى وحدة من هاذي,1,33 عظمة
323,high_school_european_history::74,high_school_european_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
""في روسيا ما كان شي باش يمشي مليح، و[سوفارين] كان محبط من الأخبار اللي وصلتو. أصحابو القدم الكل ولاو يتوجهوا للسياسة؛ النيهيليست المشهورين اللي خلعوا أوروبا — أولاد رجال الدين في القرى، من الطبقة الوسطى الدنيا، من التجار — ما نجموش يتخطاوا فكرة التحرير الوطني، وكان يبان كأنهم يظنوا اللي العالم باش يتحرر كي يقتلوا الطاغية متاعهم...
'حماقة! ما باش يخرجوا منها بحماقتهم.'
من بعد، نقّص صوتو أكثر، وبكلمات قليلة مرّة وصف حلمو القديم متاع الأخوة. تخلى على رتبتو وثروتو؛ مشى للعمال، كان على أمل باش يشوف أخيرا تأسيس مجتمع جديد متاع العمل المشترك. السنتيمات اللي في جيوبو مشاو من زمان لصغار الحومة؛ كان حنين كيما الخو مع عمال المناجم، يبتسم لشكوكهم، يربحهم بطرقو الهادئة في الخدمة وكرهو للهدرة الزايدة. أما بكل وضوح الاندماج ما صارش.
صوتو تبدل، عينيه لاحوا، ثبتهم على إتيان، وخاطبو مباشرة:
'توّا، فهمتني؟ صنّاع القبعات هاذوكم في مرسيليا اللي ربحوا الجائزة الكبرى متاع اليانصيب متاع مية ألف فرنك مشاو في الحين استثمروها، وأعلنوا اللي باش يعيشوا بلا ما يعملوا شي! آه، هاذي هي فكرتكم، إنتوما الكل يا عمال فرنسا؛ تحبوا تلقاوا كنز باش تاكلوه وحدكم من بعد في ركن كسول وأناني. تنجموا تغوتوا ما تحبوا على الأغنياء، أما ما عندكمش الشجاعة باش تردوا للفقراء الفلوس اللي جابها لكم الحظ. عمركم ما باش تكونوا مستاهلين السعادة ما دامكم تملكوا حاجة، وكرهكم للبرجوازية جاي كان من رغبة غاضبة باش تكونوا برجوازيين كيفهم في بلاصتهم.'""
إميل زولا، كاتب فرنسي، جيرمينال، 1885
الحركة الراديكالية المعروفة بالفوضوية، المشار ليها في الفقرة الأولى، كانت مرتبطة بالكل من هاذم ما عدا:",,الجمعية الدولية للعمال ||| بيير-جوزيف برودون ||| مؤتمر فيينا ||| كومونة باريس,2,مؤتمر فيينا
324,accounting::57,accounting,professional/civic,arabic_mmlu,"السؤال الأول: اختار (أ) إذا كانت الجملة صحيحة، و(ب) إذا كانت غالطة:
في الحالات اللي تكون فيها إدارة الحاسوب في مستوى أعلى من مستوى القطاعات المستفيدة، تنجّم إدارة الحاسوب تفرض السياسات والتطبيقات اللي تراها مناسبة.",,صح ||| غلط,0,صح
325,moral_scenarios::181,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز سيناريوهات هاذم، الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة حتى لـ2020؟ السيناريو 1 | الملجأ ضد القنابل كان قاعد يتعمر، أما أنا تأكدت اللي البيانو الكبير متاعي شد بلاصة. السيناريو 2 | فقعت الكرة اللي كنا نلعبوا بيها أنا وأصحابي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,0,غالط، غالط
326,math::93,math,STEM/health,arabic_mmlu,عدد إذا قسمناه على 3 يكون الناتج 5 والباقي 2:,,16 ||| 17 ||| 19,1,17
327,nutrition::143,nutrition,STEM/health,mmlu,شنوّة يلزم الرياضيين المحترفين ياكلوا وقت الرياضة القوية اللي تطول (أكثر من ساعتين ونصف)؟,,60 غرام متاع الكليكوز في الساعة ||| 60 غرام متاع الكليكوز مع الفروكتوز في الساعة ||| 90 غرام متاع الكليكوز في الساعة ||| 90 غرام متاع الكليكوز مع الفروكتوز في الساعة,3,90 غرام متاع الكليكوز مع الفروكتوز في الساعة
328,nutrition::63,nutrition,STEM/health,mmlu,ممكن ننقصوا (أما ما نجموش نحيدوا بالكل) التحيز في المعلومات في تقييم الماكلة اللي ناكلوها من خلال:,,نجمعوا معلومات على برشا حاجات مختلفة في عادات الناس في الماكلة. ||| نجمعوا معلومات على الماكلة اللي ياكلوها الناس في بداية الدراسة، قبل ما يبداو يحسوا بأعراض المرض. ||| نجمعوا معلومات على كل العوامل اللي ممكن تأثر. ||| نتأكدوا اللي عينة الدراسة تمثل المجتمع الكل.,1,نجمعوا معلومات على الماكلة اللي ياكلوها الناس في بداية الدراسة، قبل ما يبداو يحسوا بأعراض المرض.
329,logical_fallacies::134,logical_fallacies,humanities/history,mmlu,اناهي مغالطة من هاذم هي طريقة لإخفاء الدلائل، تحيّد مصدر الدليل من الاعتبار بحجة اللي المصدر فيه عيب، في حين ما فما حتى علاقة حقيقية بين العيب المزعوم وموثوقية المصدر؟,,الأهمية ||| الاستعلاء ||| تسميم البير ||| الاستناد لسلطة مجهولة,2,تسميم البير
330,professional_law::72,professional_law,professional/civic,mmlu,"بعد ما سرقوا زوز رجال بنك محلي، خرجوا من البنك ومشاو في جيهات مختلفة وخططوا باش يتلاقاوا بعد ثلاثة أيام في محطة التران. يومين بعد السرقة، تورط واحد من الرجال في حادث كرهبة. دخلوه للسبيطار وهزوه لقاعة الراديو. الطبيب وضّع الراجل باش تقني الراديو ينجّم ياخذ صور لظهرو من الأسفل. وعلى أساس شكاوى الراجل من المنطقة اللي توجع فيه، قال الطبيب: ""يبان كأنك عندك كسر في الحوض. إذا كان الشي هذا صحيح، يلزمك تبقى في الفراش لعدة أسابيع."" جاوب الراجل اللي ما ينجّمش يعمل الشي هذا خاطر لازمو يتلاقى مع الراجل الآخر غدوة. تقني كان في القاعة في الوقت هذاكة سمع جواب الراجل للطبيب. من بعد، تم اتهام الزوز رجال بالسرقة والتآمر. في محاكمة الراجل، وكدليل على التآمر، حاولت النيابة العمومية تقدّم شهادة الطبيب اللي الراجل قال: ""لازمني نتلاقى مع الراجل الآخر غدوة."" الدفاع اعترض. الدليل هذا:",,ما ينجّمش يتقبل، خاطر يخرق السرية بين الطبيب والمريض. ||| مقبول، خاطر التقني سمع المحادثة. ||| مقبول، بسبب طبيعة تصريحات الراجل. ||| مقبول، خاطر التصريح ما كانش سري في الظروف هاذي.,2,مقبول، بسبب طبيعة تصريحات الراجل.
331,arabic_language_(grammar)::19,arabic_language_(grammar),language,arabic_mmlu,"في الآية القرآنية ﴿قول معروف ومغفرة خير من صدقة يتبعها أذى﴾ ، شنوّة هو الإعراب الصحيح متاع كلمة
من",,حرف جر ||| حرف عطف ||| اسم معطوف مرفوع وعلامة رفعو الضمة ||| مبتدأ مرفوع ||| نعت مرفوع وعلامة رفعو الضمة,0,حرف جر
332,management_ar::45,management_ar,professional/civic,arabic_mmlu,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
التنظيم غير الرسمي هو عبارة على شبكة الاتصالات الرسمية اللي موجودة داخل المنظمة.",,نعم ||| لا,1,لا
333,social_science::288,social_science,humanities/history,arabic_mmlu,وين يعيشوا سكان الأردن؟ ......,,المدينة ||| البادية ||| القرية ||| كل اللي تقال,3,كل اللي تقال
334,history::328,history,humanities/history,arabic_mmlu,ظهرت قوى اجتماعية جديدة في عهد محمد علي، ومنها ..............,,البدو ||| علماء الأزهر ||| المماليك ||| طوائف الحرف,0,البدو
335,professional_psychology::196,professional_psychology,humanities/history,mmlu,المعايير الأخلاقية للمهن المختلفة تختلف في تركيزها ومنظورها. كنفساني تخدم في بيئة متعددة التخصصات، يلزمك:,,تخدم كان مع النفسانيين الآخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تتعاون مع المهنيين الآخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تتشاور مع لجنة الأخلاقيات المحلية متاعك باش تاخذ الإذن تخدم مع مهنيين آخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية. ||| تطور معايير مهنية وأخلاقية للخدمات النفسية ما تعترفش بالفروقات المهنية.,1,تتعاون مع المهنيين الآخرين كي تطور المعايير المهنية والأخلاقية للخدمات النفسية.
336,high_school_psychology::41,high_school_psychology,humanities/history,mmlu,السيد قوردون تضرر عندو الجزء الخلفي من الفص الجبهي الأيمن. نتيجة لهذا، ما نجّمش:,,يفهم المعلومات اللي يسمعها ||| يفهم المعلومات اللي يقراها ||| يتكلم بشكل مفهوم ||| يحرك يدو اليسرى,3,يحرك يدو اليسرى
337,high_school_statistics::200,high_school_statistics,STEM/health,mmlu,نقابة المعلمين ومندوبية المدارس يتفاوضوا على أجور العام الجاي. المعلمين يحبوا فلوس أكثر، والمندوبية، كيما العادة، تقول اللي الميزانية محدودة وتحب تخلص أقل ما يمكن. المندوبية، كيما برشا مندوبيات، عندها عدد كبير من المعلمين بأجور متوسطة وشوية مسؤولين بأجور عالية. أجور جميع المعلمين والمسؤولين تتحسب باش يعرفوا، في المعدل، قدّاش يقبضوا الموظفين حاليا. من بين الاختيارات هاذي، شنوّة اللي باش تذكرو نقابة المعلمين في المفاوضات؟,,المتوسط متاع جميع الأجور. ||| المنوال متاع جميع الأجور. ||| الانحراف المعياري متاع جميع الأجور. ||| الوسيط متاع جميع الأجور.,3,الوسيط متاع جميع الأجور.
338,islamic_studies::1501,islamic_studies,islamic/moral,arabic_mmlu,نصليوا في الصلوات الرباعية:,,زوز ركعات ||| 3 ركعات ||| 4 ركعات,2,4 ركعات
339,computer_science::253,computer_science,STEM/health,arabic_mmlu,أكثر نظام عددي مستعمل هو النظام:,,الثنائي ||| الثماني ||| العشري ||| السادس عشر,2,العشري
340,general_knowledge::958,general_knowledge,professional/civic,arabic_mmlu,........ هو المكان المخصص للبيع والشراء ويتجمعوا فيه البياعة والشرايا.,,المنتزه ||| السوق ||| الجامع ||| المدرسة,1,السوق
341,civics::0,civics,professional/civic,arabic_mmlu,"""يعتبر الأول في مدينة الدوحة من ناحية المساحة المستغلة"" — نوع القطاع الاقتصادي اللي تتكلم عليه الجملة هاذي هو:",,الصناعي ||| التجاري ||| الخدماتي ||| السكني,0,الصناعي
342,natural_science::162,natural_science,STEM/health,arabic_mmlu,وسيلة حركة البراميسيوم هي:,,الهدوب ||| السواط ||| الأرجل الكذابة,0,الهدوب
343,high_school_geography::58,high_school_geography,humanities/history,mmlu,حسب نظرية ألفريد ويبر متاع أقل تكلفة، شنوّة هي التكلفة الأهم في الإنتاج اللي تحدد وين باش تتوضع الصناعة؟,,اليد العاملة ||| النقل ||| المواد الخام ||| تكاليف التجمع,1,النقل
344,driving_test::241,driving_test,professional/civic,arabic_mmlu,ممنوع على السوفار يستعمل الكلاكسون:,,كي تكون الكرهبة واقفة. ||| بالقرب من السبيطارات والمدارس وبلايص العبادة. ||| برشا وبلا سبب وبطريقة تزعج الماشية على رجليهم ولاّ تقلق راحة الناس الأخرين. ||| كل اللي تقال.,3,كل اللي تقال.
345,driving_test::966,driving_test,professional/civic,arabic_mmlu,ممنوع على شوفور طوموبيل:,,يسوق بين الخطوط البيضا ||| يتجاوز الخطوط المقطعة البيضا ||| يسوق على الخطوط البيضا,2,يسوق على الخطوط البيضا
346,arabic_language_(general)::343,arabic_language_(general),language,arabic_mmlu,"اقرا النص القصير التالي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
تلوث الماء يسبب [فراغ] برشا للإنسان.",أنواع تلوث البيئة فما أشكال عديدة متاع تلوث البيئة وأهمها: تلوث الهوا، وتلوث الماء، وتلوث التربة، والضوضاء، وها تعريف هاذا الأنواع: تلوث الهوا: الهوا اللي ماعندوش ريحة كيولي عندو ريحة، وعندو لون تاني، والسبب فيهاد التلوث، حرق البترول، بسبب محركات الطوموبيلات وغيرها، وتلوث الهوا كيضر بصحة الإنسان؛ كيأدي لالتهاب العينين والرية، ويسبب تلوث الهوا تاني موت الحيوان والنبات. تلوث الماء: كيأدي لتقليل الماء النقي والعذب، اللي كيستعملو الإنسان في الشرب والنظافة؛ والسبب فيتلوث الماء هو رمي المواد الكيميائية، والنفايات الحيوانية والنباتية وميه الصرف الصحي في البحور والويدان والآبار، وتلوث الماء كيسبب أمراض برشا للإنسان، ويأدي لموت الحيوان والنبات. تلوث التربة: هاذا النوع من التلوث كيتلف التربة المزيانة، ويأدي هادشي لفقدان مساحة من الأرض اللي كتزرع فييها النباتات؛ لغذاء الإنسان والحيوان. الضوضاء: كتكثر الضوضاء في المدن، وسببها وسائل النقل من طيارات وطوبيسات وترانات وطوموبيلات، وتسببها تاني الأجهزة الكهربائية المختلفة اللي في الديور، والضوضاء كتأدي لضعف السمع، والقلق.,أهداف ||| أحزان ||| أمراض ||| فوايد,2,أمراض
347,biology::1225,biology,STEM/health,arabic_mmlu,شنوّة أطول مدة بين انقسامين متتاليين في الخلايا هاذي في الإنسان؟,,خلية بيضية ثانوية والبويضة الي خرجات منها ||| خلية بيضية أولية وخلية بيضية ثانوية ||| خلية جرثومية أمية وأمهات البيض ||| خلية أمهات البيض وخلية بيضية أولية,1,خلية بيضية أولية وخلية بيضية ثانوية
348,political_science::145,political_science,professional/civic,arabic_mmlu,أول تعريف دولي لحقوق الإنسان هو الإعلان العالمي لحقوق الإنسان واللي صدر على:,,الأمم المتحدة ||| عصبة الأمم ||| جامعة الدول العربية,0,الأمم المتحدة
349,philosophy::112,philosophy,humanities/history,mmlu,أوغسطين يقول باش تكون سعيد، يلزمك تعرف:,,أسباب الظواهر الطبيعية. ||| أسباب الخير والشر. ||| الزوز أ و ب. ||| لا أ ولا ب.,1,أسباب الخير والشر.
350,geography::475,geography,humanities/history,arabic_mmlu,وحدة من هاذي موش من خصائص المنخفضات الجوية:,,تبان في نطاق الرياح الغربية العكسية ||| تغطي مساحات كبار، قطرها يفوت الـ1000 كلم ||| تنشأ على اليابسة والماء الزوز ||| الأضرار اللي تخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية,3,الأضرار اللي تخلفها في المنشآت كبيرة برشا، وتدمر البنية التحتية
351,biology::434,biology,STEM/health,arabic_mmlu,نوع الرابطة اللي تتكوّن وقت ما يتكوّن حلزون ألفا:,,هيدروجينية ||| ببتيدية ||| غلايكوسيدية ||| ثنائي الكبريتيد,0,هيدروجينية
352,history::576,history,humanities/history,arabic_mmlu,قامت مملكة سبأ في منطقة جنوب غرب مملكة معين: ,,صحيح ||| موشي صحيح,0,صحيح
353,marketing::132,marketing,professional/civic,mmlu,الشركات اللي يشوفوا رواحهم روّاد السوق في جودة المنتوج غالبا يتبناو:,,استراتيجية حصة السوق ||| استراتيجية تسعير الاختراق ||| استراتيجية تركز على الفوائد اللي موش متاع الثمن ||| استراتيجية باش يوسعوا السوق ككل,2,استراتيجية تركز على الفوائد اللي موش متاع الثمن
354,physics::241,physics,STEM/health,arabic_mmlu,المصباح المسجل على قرعتو (100 واط – 250 فولت) تكون المقاومة الكهربائية متاع الفتيلة متاعو:,,0.4 أوم ||| 2.5 أوم ||| 40 أوم ||| 625 أوم,3,625 أوم
355,management::42,management,professional/civic,mmlu,كيفاش يتوصف فريق خدمة فيه خدّامة عندهم مهام محددة ومديرين بعاد عليهم؟,,تابع ||| مستقل ||| متكامل ||| تعاوني,1,مستقل
356,math::279,math,STEM/health,arabic_mmlu,قرا إياد 20 صفحة من كتاب عدد صفحاتو خمسين صفحة، قدّاش من صفحة باقية من الكتاب,,10 ||| 33 ||| 50 ||| تلاتين,3,تلاتين
357,security_studies::93,security_studies,professional/civic,mmlu,بأي طريقة تنجّم تتفسر العلاقة المختلفة بين دراسات الأمن الأمريكية والأوروبية؟,,"العلاقة المختلفة مع مفهوم الأمن: في أوروبا بقى النقاش جزء من التفكير السياسي الذاتي للباحث اللي ""يعمل الأمن""؛ بينما في أمريكا، مسألة مفهوم الأمن تتشاف في أحسن الأحوال كعملية ""حدّد المصطلحات"" ضرورية. ||| العلاقة المختلفة مع الشكل الدقيق للمعرفة اللي تتعتبر قيّمة: أمريكا أكثر عقلانية، وأوروبا أكثر تأملية. في النقاش الأمريكي حول دراسات الأمن، عادة تتفحص الفرضيات كعلاقات سبب ونتيجة، مربوطة بالنقاشات العامة وقياس المتغيرات الفكرية. ||| في أمريكا، التفسيرات الرئيسية المتنافسة ركزت من جهة على الهيمنة الليبرالية الأمريكية، ومن جهة أخرى على الاستقرار المبني على القوة فقط في ظل الأحادية القطبية المفترضة اللي فيها التوازن مستحيل. ||| كل الخيارات هاذم.",3,كل الخيارات هاذم.
359,computer_science::14,computer_science,STEM/health,arabic_mmlu,......................هو وسيط بين المبرمج والمعدات، باش يبني برامج ذات أهمية في حل المشاكل ويتكون من مجموعة من الأوامر. ,,المبرمج ||| لغة البرمجة ||| البرنامج,1,لغة البرمجة
